title,authors,nc_state_people,DOI,year,topics,nc_authors,unity_ids
The Self-Employment Effects of Secure Communities in the United States,"Garcia, Raffi e.; Gutierrez-li, Alejandro",Alejandro Gutierrez-Li (tagutier),10.1257/pandp.20231126,2023,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Gutierrez-Li, Alejandro",tagutier
Analysis of differential gene expression and alternative splicing is significantly influenced by choice of reference genome,"Slabaugh, Erin; Desai, Jigar S.; Sartor, Ryan C.; Lawas, Lovely Mae F.; Krishna Jagadish, S. V.; Doherty, Colleen J.",Jigar Desai (jdesai); Colleen Doherty (cjdohert); Ryan Sartor (rsartor); Erin Marie Slabaugh (emslabau),10.1261/rna.070227.118,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Desai, Jigar; Doherty, Colleen; Sartor, Ryan; Slabaugh, Erin Marie",jdesai; cjdohert; rsartor; emslabau
Insights into population structure of East African sweetpotato cultivars from hybrid assembly of chloroplast genomes,"Zhou, Chenxi; Duarte, Tania; Silvestre, Rocio; Rossel, Genoveva; Mwanga, Robert O. M.; Khan, Awais; George, Andrew W.; Fei, Zhangjun; Yencho, G. Craig; Ellis, David; Coin, Lachlan J. M.",Craig Yencho (yencho),10.12688/gatesopenres.12856.1,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Yencho, Craig",yencho
"Genetic analysis and association of simple sequence repeat markers with storage root yield, dry matter, starch and β-carotene content in sweetpotato","Yada, Benard; Brown-Guedira, Gina; Alajo, Agnes; Ssemakula, Gorrettie N.; Owusu-Mensah, Eric; Carey, Edward E.; Mwanga, Robert O.M.; Yencho, G. Craig",Craig Yencho (yencho); Gina Brown-Guedira (gbrowng),10.1270/jsbbs.16089,2017,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Yencho, Craig; Brown-Guedira, Gina",yencho; gbrowng
Contributions to the knowledge of the phylogeny and taxonomy of the Erysiphaceae (powdery mildews) – part 1,"Bradshaw, M.; Braun, U.; Götz, M.; Takamatsu, S.; Brand, T.; Cabrera, M.G.; Dirchwolf, P.; Kummer, V.; Medina, R.; Moparthi, S.; Salcedo-Sarmiento, S.",Michael Bradshaw (mjbradsh),10.12905/0380.sydowia73-2020-0089,2021,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Bradshaw, Michael",mjbradsh
PhenoStereo: a high-throughput stereo vision system for field-based plant phenotyping - with an application in sorghum stem diameter estimation,"Xiang, Lirong; Tang, Lie; Gai, Jingyao; Wang, Le",Lirong Xiang (lxiang3),10.13031/aim.202001190,2020,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Xiang, Lirong",lxiang3
TESTING THE AGREEMENT BETWEEN A TRADITIONAL AND UAV-BASED METHOD FOR QUANTIFYING SKIPS IN SUBOPTIMAL COTTON STANDS,"Martinez, Enrique E. Pena; Ward, Jason K.; Collins, Guy; Nelson, Natalie",Jason Ward (jkward2); Guy Collins (gdcollin); Natalie Nelson (nnelson4); Enrique Pena (eepena),10.13031/ja.14760,2023,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Ward, Jason; Collins, Guy; Nelson, Natalie; Pena, Enrique",jkward2; gdcollin; nnelson4; eepena
COUPLING CIRCULARITY WITH CARBON NEGATIVITY IN FOOD AND AGRICULTURE SYSTEMS,"Lower, Lillian; Cunniffe, Julia; Cheng, Jay J.; Sagues, William Joe",Jay Cheng (jcheng3); Lillian Lower (lmlower); Julia Cunniffe (jcunnif); Joe Sagues (wjsagues),10.13031/ja.14908,2022,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Cheng, Jay; Lower, Lillian; Cunniffe, Julia; Sagues, Joe",jcheng3; lmlower; jcunnif; wjsagues
E FFECTS OF SHALLOW SURFACE DRAINAGE DITCHES W ITH CONTROLLED SUBSURFACE DRAINAGE M ANAGEMENT ON CROP YIELDS IN NORTH CAROLINA,"Watkins, Mitchell L.; Poole, Chad; Youssef, Mohamed A.; Moursi, Hossam; Vann, Rachel; Heiniger, Ron",Chad Poole (capoole2); Mohamed Youssef (mayousse); Hossam Moursi (hamoursi); Rachel Vann (raatwell); Ronnie Heiniger (rheinig),10.13031/ja.15537,2024,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Poole, Chad; Youssef, Mohamed; Moursi, Hossam; Vann, Rachel; Heiniger, Ronnie",capoole2; mayousse; hamoursi; raatwell; rheinig
Assessment of Perennial Grass Inventories Predicted in the Billion-Ton Studies,"Jones, Daniela  Sofia; Searcy, Stephen   W.; Eaton, Laurence   M.",Daniela Jones (dsjones5),10.13031/trans.12505,2018,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Jones, Daniela",dsjones5
Undergraduate Perceptions of Climate Education Exposure in Natural Resources Management,"Nelson, Natalie G.; Montefiore, Lise; Anthony, Cord; Merriman, Laura; Kuster, Emma; Fox, Garey A.",Lise Montefiore (lrmontef); Cord Anthony (canthon); Laura Merriman (lsmerrim); Garey Fox (gafox2); Natalie Nelson (nnelson4),10.13031/trans.13361,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Montefiore, Lise; Anthony, Cord; Merriman, Laura; Fox, Garey; Nelson, Natalie",lrmontef; canthon; lsmerrim; gafox2; nnelson4
Wetland Ecosystem Resilience: Protecting and Restoring Valuable Ecosystems,"Messer, T.L.; Douglas-Mankin, K.R.; Nelson, N.G.; Etheridge, J.R.",Natalie Nelson (nnelson4),10.13031/trans.13578,2019,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Nelson, Natalie",nnelson4
CONSTRUCTED WETLANDS FOR WATER QUALITY IMPROVEMENT: A SYNTHESIS ON NUTRIENT REDUCTION FROM AGRICULTURAL EFFLUENTS,"Messer, T. L.; Moore, T. L.; Nelson, N.; Ahiablame, L.; Bean, E. Z.; Boles, C.; Cook, S. L.; Hall, S. G.; McMaine, J.; Schlea, D.",Natalie Nelson (nnelson4); Tiffany L. Messer (tlgraham); Eban Bean (ezbean),10.13031/trans.13976,2021,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Nelson, Natalie; Messer, Tiffany L.; Bean, Eban",nnelson4; tlgraham; ezbean
Measuring Stem Diameter of Sorghum Plants in the Field Using a High-Throughput Stereo Vision System,"Xiang, Lirong; Tang, Lie; Gai, Jingyao; Wang, Le",Lirong Xiang (lxiang3),10.13031/trans.14156,2021,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Xiang, Lirong",lxiang3
Institutional stability and change in environmental governance,"Galik, Christopher S.; Ba, Yuhao; Bobbitt, Christopher",Christopher Galik (csgalik); Christopher Bobbitt (crbobbi2),10.1332/030557321X16806127945591,2023,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Galik, Christopher; Bobbitt, Christopher",csgalik; crbobbi2
Dual-beam potassium Voigt filter for atomic line imaging,"Kudenov, Michael W.; Pantalone, Brett; Yang, Ruonan",Michael Kudenov (mwkudeno); Ruonan Yang (ryang10); Brett A. Pantalone (bapantal),10.1364/AO.393649,2020,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Kudenov, Michael; Yang, Ruonan; Pantalone, Brett A.",mwkudeno; ryang10; bapantal
Organic-based photodetectors for multiband spectral imaging,"Altaqui, Ali; Kolbas, Robert M.; Escuti, Michael J.; Brendan T. O'Connor, ; Kudenov, Michael W.",Ali Altaqui (aaaltaqu); Robert Kolbas (kolbas); Michael Escuti (mjescuti); Michael Kudenov (mwkudeno); Brendan O'Connor (btoconno),10.1364/AO.417069,2021,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Altaqui, Ali; Kolbas, Robert; Escuti, Michael; Kudenov, Michael; O'Connor, Brendan",aaaltaqu; kolbas; mjescuti; mwkudeno; btoconno
Acoustic wave coupling between optical fibers of different geometries,"Kim, Jee Myung; Marashi, Cameron; Wee, Junghyun; Peters, Kara",Jee Kim (jkim79); Cameron Marashi (csmarash); Junghyun Wee (jwee); Kara Peters (kjpeters),10.1364/AO.441494,2021,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Kim, Jee; Marashi, Cameron; Wee, Junghyun; Peters, Kara",jkim79; csmarash; jwee; kjpeters
Multistatic fiber-based system for measuring the Mueller matrix bidirectional reflectance distribution function,"Scarboro, Clifton G.; Doherty, Colleen J.; Balint-Kurti, Peter J.; Kudenov, Michael W.",Colleen Doherty (cjdohert); Peter Balint-Kurti (pjbalint); Michael Kudenov (mwkudeno),10.1364/AO.470608,2022,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Doherty, Colleen; Balint-Kurti, Peter; Kudenov, Michael",cjdohert; pjbalint; mwkudeno
Laser Doppler vibrometry measurements of acoustic attenuation in optical fiber waveguides,"Marashi, Cameron Sepehr; Bradford, Philip; Peters, Kara",Cameron Marashi (csmarash); Philip Bradford (pdbradfo); Kara Peters (kjpeters),10.1364/AO.483827,2023,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Marashi, Cameron; Bradford, Philip; Peters, Kara",csmarash; pdbradfo; kjpeters
Hybrid spatial-temporal Mueller matrix imaging spectropolarimeter for high throughput plant phenotyping,"Kudenov, Michael W.; Krafft, Danny; Scarboro, Clifton G.; Doherty, Colleen J.; Balint-Kurti, Peter",Michael Kudenov (mwkudeno); Danny Krafft (dakrafft); Colleen Doherty (cjdohert); Peter Balint-Kurti (pjbalint),10.1364/AO.483870,2023,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Kudenov, Michael; Krafft, Danny; Doherty, Colleen; Balint-Kurti, Peter",mwkudeno; dakrafft; cjdohert; pjbalint
Optical Fiber Sensors: introduction to the feature issue,"Cranch, Geoffrey A.; Digonnet, Michel; Dragic, Peter; Peters, Kara; Schulzgen, Axel; Wang, Anbo; Yang, Lan",Kara Peters (kjpeters),10.1364/AO.495373,2023,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Peters, Kara",kjpeters
Performance analysis of cyanoacrylate bonded optical fiber 2 x 2 acoustic couplers for sensing applications,"Marashi, Cameron; Kim, Jee myung; Peters, Kara",Cameron Marashi (csmarash); Jee Kim (jkim79); Kara Peters (kjpeters),10.1364/AO.540516,2024,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Marashi, Cameron; Kim, Jee; Peters, Kara",csmarash; jkim79; kjpeters
Increasing signal amplitude in fiber Bragg grating detection of Lamb waves using remote bonding,"Wee, Junghyun; Wells, Brian; Hackney, Drew; Bradford, Philip; Peters, Kara",Junghyun Wee (jwee); Drew A. Hackney (dahackne); Kara Peters (kjpeters); Brian D. Wells (bdwells); Philip Bradford (pdbradfo),10.1364/ao.55.005564,2016,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Wee, Junghyun; Hackney, Drew A.; Peters, Kara; Wells, Brian D.; Bradford, Philip",jwee; dahackne; kjpeters; bdwells; pdbradfo
Split Hopkinson bar measurement using high-speed full-spectrum fiber Bragg grating interrogation,"Seng, Frederick; Hackney, Drew; Goode, Tyler; Shumway, LeGrand; Hammond, Alec; Shoemaker, George; Pankow, Mark; Peters, Kara; Schultz, Stephen",Drew A. Hackney (dahackne); Tyler Goode (twgoode); Mark Pankow (mrpankow); Kara Peters (kjpeters),10.1364/ao.55.007179,2016,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Hackney, Drew A.; Goode, Tyler; Pankow, Mark; Peters, Kara",dahackne; twgoode; mrpankow; kjpeters
Spatially heterodyned snapshot imaging spectrometer,"Maione, Bryan D.; Luo, David; Miskiewicz, Matthew; Escuti, Michael; Kudenov, Michael W.",Bryan David Maione (bdmaione); David Luo (daluo); Michael Kudenov (mwkudeno); Matthew N. Miskiewicz (mnmiskie); Michael Escuti (mjescuti),10.1364/ao.55.008667,2016,"breeding; microbes; Agtech; conservation; regenerative ag; precision ag; proteomics; modeling; sustainable ag; imaging; digital ag; society; community; Genetics; genomics; soil; science communication; policy; CPS; fungi; Ecology; CRISPR; sensors; automation; sensing; pathology; extension","Maione, Bryan David; Luo, David; Kudenov, Michael; Miskiewicz, Matthew N.; Escuti, Michael",bdmaione; daluo; mwkudeno; mnmiskie; mjescuti
