title,authors,nc_state_people,DOI,year,topics,co_author,nc_authors,unity_ids
An Arabidopsis Cell Culture With Weak Circadian Rhythms Under Constant Light Compared With Constant Dark Can Be Rescued by ELF3,"Laosuntisuk, Kanjana; Desai, Jigar S.; Doherty, Colleen J.",Colleen Doherty (cjdohert); Kanjana Laosuntisuk (klaosun); Jigar Desai (jdesai),10.1002/pld3.70028,2024,Light effects on plants; Plant Molecular Biology Research; Photosynthetic Processes and Mechanisms,"Desai, Jigar S.; Doherty, Colleen J.","Doherty, Colleen J.; Laosuntisuk, Kanjana; Desai, Jigar S.",cjdohert; klaosun; jdesai
Field‐grown soybean transcriptome shows diurnal patterns in photosynthesis‐related processes,"Locke, Anna M.; Slattery, Rebecca A.; Ort, Donald R.",Anna Locke (amlocke2),10.1002/pld3.99,2018,Photosynthetic Processes and Mechanisms; Light effects on plants; Soybean genetics and cultivation,"Slattery, Rebecca A.; Ort, Donald R.","Locke, Anna M.",amlocke2
Registration of 'GA06343-13E2 (TX-EL2)' soft red winter wheat,"Ibrahim, Amir M. H.; Sutton, Russell; Johnson, Jerry W.; Mergoum, Mohamed; Simoneaux, Bryan; Harrison, Stephen A.; Murphy, J. Paul; Mason, R. Esten; Babar, Md A.; Neely, Clark; Opena, Geraldine; Jin, Yue; Kolmer, Jim; Boyles, Richard; Cambron, Sue E.; Baik, Byung-Kee; Brown-Guedira, Gina L.; Marshall, David; Fountain, Myron O.",Gina Brown-Guedira (gbrowng); Joseph Murphy (njpm); David Marshall (dsmarsha); Myron Fountain (mofounta),10.1002/plr2.20031,2021,Wheat and Barley Genetics and Pathology; Genetics and Plant Breeding; Berry genetics and cultivation research,"Sutton, Russell; Johnson, Jerry W.; Mergoum, Mohamed; Simoneaux, Bryan; Harrison, Stephen A.; Murphy, J. Paul; Mason, R. Esten; Babar, Md A.; Neely, Clark; Opena, Geraldine; Jin, Yue; Kolmer, Jim; Boyles, Richard; Cambron, Sue E.; Baik, Byung-Kee; Brown-Guedira, Gina L.; Marshall, David; Fountain, Myron O.","Brown-Guedira, Gina L.; Murphy, J. Paul; Marshall, David; Fountain, Myron O.",gbrowng; njpm; dsmarsha; mofounta
GA JT141-14E45': A new soft red winter wheat cultivar adapted to Georgia and the US Southeast region,"Mergoum, Mohamed; Johnson, Jerry W.; Buck, James W.; Sutton, Steve; Lopez, Benjamin; Bland, Daniel; Chen, Z.; Buntin, G. D.; Mailhot, Daniel J.; Babar, Md A.; Mason, Richard E.; Harrison, Stephen A.; Murphy, J. Paul; Ibrahim, Amir M. H.; Sutton, Russell L.; Simoneaux, Bryan E.; Griffey, Carl A.; Bockelman, Harold E.; Baik, Byung-Kee; Marshall, David; Cowger, Christina; Brown-Guedira, Gina L.; Kolmer, James A.; Jin, Yue; Chen, X.; Cambron, Sue E.",Christina Cowger (ccowger); Gina Brown-Guedira (gbrowng); Joseph Murphy (njpm); David Marshall (dsmarsha),10.1002/plr2.20070,2021,Wheat and Barley Genetics and Pathology; Mycotoxins in Agriculture and Food; Plant Disease Resistance and Genetics,"Johnson, Jerry W.; Buck, James W.; Sutton, Steve; Lopez, Benjamin; Bland, Daniel; Chen, Z.; Buntin, G. D.; Mailhot, Daniel J.; Babar, Md A.; Mason, Richard E.; Harrison, Stephen A.; Murphy, J. Paul; Ibrahim, Amir M. H.; Sutton, Russell L.; Simoneaux, Bryan E.; Griffey, Carl A.; Bockelman, Harold E.; Baik, Byung-Kee; Marshall, David; Cowger, Christina; Brown-Guedira, Gina L.; Kolmer, James A.; Jin, Yue; Chen, X.; Cambron, Sue E.","Cowger, Christina; Brown-Guedira, Gina L.; Murphy, J. Paul; Marshall, David",ccowger; gbrowng; njpm; dsmarsha
Soft red winter wheat 'GA 051207-14E53': Adapted cultivar to Georgia and the US Southeast region,"Mergoum, Mohamed; Johnson, Jerry W.; Buck, James W.; Sutton, Steve; Lopez, Benjamin; Bland, Daniel; Chen, Z.; Buntin, G. D.; Mailhot, Daniel J.; Babar, Md A.; Mason, Richard E.; Harrison, Stephen A.; Murphy, J. Paul; Ibrahim, Amir M. H.; Sutton, Russell L.; Brown-Guedira, Gina L.; Simoneaux, Bryan E.; Bockelman, Harold E.; Baik, Byung-Kee; Marshall, David; Cowger, Christina; Kolmer, James A.; Jin, Yue; Chen, X.; Cambron, Sue E.; Boyles, Richard",Gina Brown-Guedira (gbrowng); Christina Cowger (ccowger); Joseph Murphy (njpm); David Marshall (dsmarsha),10.1002/plr2.20102,2021,Wheat and Barley Genetics and Pathology; Mycotoxins in Agriculture and Food; Horticultural and Viticultural Research,"Johnson, Jerry W.; Buck, James W.; Sutton, Steve; Lopez, Benjamin; Bland, Daniel; Chen, Z.; Buntin, G. D.; Mailhot, Daniel J.; Babar, Md A.; Mason, Richard E.; Harrison, Stephen A.; Murphy, J. Paul; Ibrahim, Amir M. H.; Sutton, Russell L.; Brown-Guedira, Gina L.; Simoneaux, Bryan E.; Bockelman, Harold E.; Baik, Byung-Kee; Marshall, David; Cowger, Christina; Kolmer, James A.; Jin, Yue; Chen, X.; Cambron, Sue E.; Boyles, Richard","Brown-Guedira, Gina L.; Cowger, Christina; Murphy, J. Paul; Marshall, David",gbrowng; ccowger; njpm; dsmarsha
"A new soft red winter wheat cultivar, 'GA 07353-14E19', adapted to Georgia and the US Southeast environments","Mergoum, Mohamed; Johnson, Jerry W.; Buck, James W.; Sutton, Steve; Lopez, Benjamin; Bland, Daniel; Chen, Z.; Buntin, G. D.; Mailhot, Daniel J.; Babar, Md A.; Mason, Richard E.; Harrison, Stephen A.; Murphy, J. Paul; Ibrahim, Amir M. H.; Sutton, Russell L.; Simoneaux, Bryan E.; Griffey, Carl A.; Bockelman, Harold E.; Baik, Byung-Kee; Marshall, David; Cowger, Christina; Brown-Guedira, Gina L.; Kolmer, James A.; Jin, Yue; Chen, X.; Boyles, Richard; Cambron, Sue E.",Christina Cowger (ccowger); Gina Brown-Guedira (gbrowng); Joseph Murphy (njpm),10.1002/plr2.20113,2021,Wheat and Barley Genetics and Pathology; Mycotoxins in Agriculture and Food; Genetics and Plant Breeding,"Johnson, Jerry W.; Buck, James W.; Sutton, Steve; Lopez, Benjamin; Bland, Daniel; Chen, Z.; Buntin, G. D.; Mailhot, Daniel J.; Babar, Md A.; Mason, Richard E.; Harrison, Stephen A.; Murphy, J. Paul; Ibrahim, Amir M. H.; Sutton, Russell L.; Simoneaux, Bryan E.; Griffey, Carl A.; Bockelman, Harold E.; Baik, Byung-Kee; Marshall, David; Cowger, Christina; Brown-Guedira, Gina L.; Kolmer, James A.; Jin, Yue; Chen, X.; Boyles, Richard; Cambron, Sue E.","Cowger, Christina; Brown-Guedira, Gina L.; Murphy, J. Paul",ccowger; gbrowng; njpm
Registration of tropical populations of maize selected in parallel for early flowering time across the United States,"Weldekidan, Teclemariam; Manching, Heather; Choquette, Nicole; Leon, Natalia; Flint-Garcia, Sherry; Holland, James; Lauter, Nick; Murray, Seth C.; Xu, Wenwei; Goodman, Major M.; Wisser, Randall J.",James Holland (jholland); Major Goodman (goodman); Nicole Choquette (nchoque),10.1002/plr2.20181,2021,Genetic Mapping and Diversity in Plants and Animals; Genetics and Plant Breeding; Genetic and phenotypic traits in livestock,"Manching, Heather; Choquette, Nicole; Leon, Natalia; Flint-Garcia, Sherry; Holland, James; Lauter, Nick; Murray, Seth C.; Xu, Wenwei; Goodman, Major M.; Wisser, Randall J.","Holland, James; Goodman, Major M.; Choquette, Nicole",jholland; goodman; nchoque
A new soft red winter wheat cultivar 'GA 08535-15LE29' adapted to Georgia and the US southeast region,"Mergoum, Mohamed; Johnson, Jerry; Buck, James; Buntin, G. David; Sutton, Steve; Lopez, Benjamin; Mailhot, Daniel; Chen, Zhenbang; Bland, Dan; Harrison, Stephen; Murphy, Joseph Paul; Mason, Esten; Sutton, Russell Lane; Babar, Ali; Brown-Guedira, Gina; Ibrahim, Amir; Boyles, Richard E.; Baik, Byung-Kee; Marshall, David; Griffey, Carl Allen; Cambron, Sue Ellen; Chen, Xianming; Cowger, Christina",Gina Brown-Guedira (gbrowng); Christina Cowger (ccowger); Joseph Murphy (njpm),10.1002/plr2.20235,2022,Wheat and Barley Genetics and Pathology; Mycotoxins in Agriculture and Food; Plant Disease Resistance and Genetics,"Johnson, Jerry; Buck, James; Buntin, G. David; Sutton, Steve; Lopez, Benjamin; Mailhot, Daniel; Chen, Zhenbang; Bland, Dan; Harrison, Stephen; Murphy, Joseph Paul; Mason, Esten; Sutton, Russell Lane; Babar, Ali; Brown-Guedira, Gina; Ibrahim, Amir; Boyles, Richard E.; Baik, Byung-Kee; Marshall, David; Griffey, Carl Allen; Cambron, Sue Ellen; Chen, Xianming; Cowger, Christina","Brown-Guedira, Gina; Cowger, Christina; Murphy, Joseph Paul",gbrowng; ccowger; njpm
"Registration of 'FL16045-25': An early-maturing, high-yielding, disease-resistant soft red facultative wheat cultivar for the southern United States","Babar, Md Ali; Khan, Naeem; Blount, Ann; Barnett, Ronald D.; Harrison, Stephen A.; Dewitt, Noah; Johnson, Jerry; Mergoum, Mohamed; Boyles, Rick; Murphy, Paul; Mason, Esten; Shakiba, Ehsan; Ibrahim, Amir M. H.; Sutton, Russell; Brown-Guedira, Gina; Marshall, David; Cowger, Christina; Baik, Byung-Kee; Santantonio, Nicholas; Cambron, Sue; Jin, Yue; Mailhot, Daniel",Noah DeWitt (nddewitt); Gina Brown-Guedira (gbrowng); Christina Cowger (ccowger); David Marshall (dsmarsha),10.1002/plr2.20343,2024,Wheat and Barley Genetics and Pathology; Plant Disease Resistance and Genetics; Genetics and Plant Breeding,"Khan, Naeem; Blount, Ann; Barnett, Ronald D.; Harrison, Stephen A.; Dewitt, Noah; Johnson, Jerry; Mergoum, Mohamed; Boyles, Rick; Murphy, Paul; Mason, Esten; Shakiba, Ehsan; Ibrahim, Amir M. H.; Sutton, Russell; Brown-Guedira, Gina; Marshall, David; Cowger, Christina; Baik, Byung-Kee; Santantonio, Nicholas; Cambron, Sue; Jin, Yue; Mailhot, Daniel","Dewitt, Noah; Brown-Guedira, Gina; Cowger, Christina; Marshall, David",nddewitt; gbrowng; ccowger; dsmarsha
Registration of 'GA09436-16LE12': A new soft red winter wheat cultivar adapted to the US southeast region,"Mergoum, Mohamed; Johnson, Jerry W.; Sutton, Steve; Lopez, Benjamin; Bland, Daniel; Buck, James W.; Buntin, G. D.; Mailhot, Daniel J.; Harrison, Stephen A.; Murphy, J. Paul; Mason, Richard E.; Sutton, Russell L.; Babar, Md A.; Ibrahim, Amir M. H.; Boyles, Richard; Brown-Guedira, Gina L.; Baik, Byung-Kee; Chen, Z.; Marshall, David; Cambron, Sue E.; Chen, X.; Cowger, Christina",Gina Brown-Guedira (gbrowng); Christina Cowger (ccowger); Joseph Murphy (njpm),10.1002/plr2.20403,2024,Wheat and Barley Genetics and Pathology; Mycotoxins in Agriculture and Food; Turfgrass Adaptation and Management,"Johnson, Jerry W.; Sutton, Steve; Lopez, Benjamin; Bland, Daniel; Buck, James W.; Buntin, G. D.; Mailhot, Daniel J.; Harrison, Stephen A.; Murphy, J. Paul; Mason, Richard E.; Sutton, Russell L.; Babar, Md A.; Ibrahim, Amir M. H.; Boyles, Richard; Brown-Guedira, Gina L.; Baik, Byung-Kee; Chen, Z.; Marshall, David; Cambron, Sue E.; Chen, X.; Cowger, Christina","Brown-Guedira, Gina L.; Cowger, Christina; Murphy, J. Paul",gbrowng; ccowger; njpm
Micro-plasmoids in self organized filamentary dielectric barrier discharges,"Engelhardt, Max; Kogelheide, Friederike; Stapelmann, Katharina; Bibinov, Nikita; Awakowicz, Peter",Katharina Stapelmann (kstapel),10.1002/ppap.201600095,2016,Plasma Applications and Diagnostics; Plasma Diagnostics and Applications; Electrohydrodynamics and Fluid Dynamics,"Kogelheide, Friederike; Stapelmann, Katharina; Bibinov, Nikita; Awakowicz, Peter","Stapelmann, Katharina",kstapel
A combined low-pressure hydrogen peroxide evaporation plus hydrogen plasma treatment method for sterilization - Part 1: Characterization of the condensation process and proof-of-concept,"Stapelmann, Katharina; Fiebrandt, Marcel; Raguse, Marina; Lackmann, Jan-Wilm; Postema, Michiel; Moeller, Ralf; Awakowicz, Peter",Katharina Stapelmann (kstapel),10.1002/ppap.201600198,2017,Plasma Applications and Diagnostics; Nanomaterials and Printing Technologies; Recycling and Waste Management Techniques,"Fiebrandt, Marcel; Raguse, Marina; Lackmann, Jan-Wilm; Postema, Michiel; Moeller, Ralf; Awakowicz, Peter","Stapelmann, Katharina",kstapel
A combined low-pressure hydrogen peroxide evaporation plus hydrogen plasma treatment method for sterilization - Part 2: An intercomparison study of different biological systems,"Lackmann, Jan-Wilm; Fiebrandt, Marcel; Raguse, Marina; Kartaschew, Konstantin; Havenith, Martina; Bandow, Julia E.; Moeller, Ralf; Awakowicz, Peter; Stapelmann, Katharina",Katharina Stapelmann (kstapel),10.1002/ppap.201600199,2016,Plasma Applications and Diagnostics; Electrohydrodynamics and Fluid Dynamics; Microbial Inactivation Methods,"Fiebrandt, Marcel; Raguse, Marina; Kartaschew, Konstantin; Havenith, Martina; Bandow, Julia E.; Moeller, Ralf; Awakowicz, Peter; Stapelmann, Katharina","Stapelmann, Katharina",kstapel
Spatially resolved measurements of the physical plasma parameters and the chemical modifications in a twin surface dielectric barrier discharge for gas flow purification,"Offerhaus, Bjoern; Lackmann, Jan-Wilm; Kogelheide, Friederike; Bracht, Vera; Smith, Ryan; Bibinov, Nikita; Stapelmann, Katharina; Awakowicz, Peter",Katharina Stapelmann (kstapel),10.1002/ppap.201600255,2017,Plasma Applications and Diagnostics; Plasma Diagnostics and Applications; Electrohydrodynamics and Fluid Dynamics,"Lackmann, Jan-Wilm; Kogelheide, Friederike; Bracht, Vera; Smith, Ryan; Bibinov, Nikita; Stapelmann, Katharina; Awakowicz, Peter","Stapelmann, Katharina",kstapel
Impact of plasma oxidation on structural features of human epidermal growth factor,"Yusupov, Maksudbek; Lackmann, Jan-Wilm; Razzokov, Jamoliddin; Kumar, Surendra; Stapelmann, Katharina; Bogaerts, Annemie",Katharina Stapelmann (kstapel),10.1002/ppap.201800022,2018,Plasma Applications and Diagnostics; Heme Oxygenase-1 and Carbon Monoxide; Hemoglobin structure and function,"Lackmann, Jan-Wilm; Razzokov, Jamoliddin; Kumar, Surendra; Stapelmann, Katharina; Bogaerts, Annemie","Stapelmann, Katharina",kstapel
From patent to product? 50 years of low-pressure plasma sterilization,"Fiebrandt, Marcel; Lackmann, Jan-Wilm; Stapelmann, Katharina",Katharina Stapelmann (kstapel),10.1002/ppap.201800139,2018,Plasma Applications and Diagnostics; Recycling and Waste Management Techniques; Medical Device Sterilization and Disinfection,"Lackmann, Jan-Wilm; Stapelmann, Katharina","Stapelmann, Katharina",kstapel
Characterisation of volume and surface dielectric barrier discharges in N2–O2 mixtures using optical emission spectroscopy,"Kogelheide, Friederike; Offerhaus, Björn; Bibinov, Nikita; Krajinski, Philip; Schücke, Lars; Schulze, Julian; Stapelmann, Katharina; Awakowicz, Peter",Katharina Stapelmann (kstapel),10.1002/ppap.201900126,2019,Plasma Applications and Diagnostics; Plasma Diagnostics and Applications; Electrohydrodynamics and Fluid Dynamics,"Offerhaus, Björn; Bibinov, Nikita; Krajinski, Philip; Schücke, Lars; Schulze, Julian; Stapelmann, Katharina; Awakowicz, Peter","Stapelmann, Katharina",kstapel
Plasma agriculture: Review from the perspective of the plant and its ecosystem,"Ranieri, Pietro; Sponsel, Nicholas; Kizer, Jon; Rojas‐Pierce, Marcela; Hernández, Ricardo; Gatiboni, Luciano; Grunden, Amy; Stapelmann, Katharina",Amy Grunden (amgrunde); Marcela Pierce (mrojasp); Ricardo Hernandez (rhernan4); Katharina Stapelmann (kstapel); Luke Gatiboni (lcolpog),10.1002/ppap.202000162,2020,Plasma Applications and Diagnostics,"Sponsel, Nicholas; Kizer, Jon; Rojas‐Pierce, Marcela; Hernández, Ricardo; Gatiboni, Luciano; Grunden, Amy; Stapelmann, Katharina","Grunden, Amy; Rojas‐Pierce, Marcela; Hernández, Ricardo; Stapelmann, Katharina; Gatiboni, Luciano",amgrunde; mrojasp; rhernan4; kstapel; lcolpog
Depyrogenation using plasmas: A novel approach for endotoxin deactivation using a dielectric barrier discharge at atmospheric pressure,"Bhatt, Naman; Brier‐Jones, Justin; Trosan, Duncan; Brinkley, Cade; Pecoraro, Joshua; Smallwood, Jann; Crofton, Andrew; Hudson, Samuel; Kirsch, Wolff; Stapelmann, Katharina; Shannon, Steven",Katharina Stapelmann (kstapel),10.1002/ppap.202100089,2021,Plasma Applications and Diagnostics,"Brier‐Jones, Justin; Trosan, Duncan; Brinkley, Cade; Pecoraro, Joshua; Smallwood, Jann; Crofton, Andrew; Hudson, Samuel; Kirsch, Wolff; Stapelmann, Katharina; Shannon, Steven","Stapelmann, Katharina",kstapel
Plasma-driven biocatalysis: In situ hydrogen peroxide production with an atmospheric pressure plasma jet increases the performance of OleT(JE) when compared to adding the same molar amount of hydrogen peroxide in bolus,"Wapshott-Stehli, Hannah L.; Myers, Brayden G.; Quesada, Maria J. Herrera; Grunden, Amy; Stapelmann, Katharina",Amy Grunden (amgrunde); Katharina Stapelmann (kstapel); Brayden Myers (bgmyers3); Lina Quesada (lmquesad),10.1002/ppap.202100160,2022,Plasma Applications and Diagnostics; Hemoglobin structure and function; Enzyme function and inhibition,"Myers, Brayden G.; Quesada, Maria J. Herrera; Grunden, Amy; Stapelmann, Katharina","Grunden, Amy; Stapelmann, Katharina; Myers, Brayden G.; Quesada, Maria J. Herrera",amgrunde; kstapel; bgmyers3; lmquesad
Analysis of the effects of complex electrode geometries on the energy deposition and temporally and spatially,"Trosan, Duncan; Walther, Patrick; McLaughlin, Stephen; Salvi, Deepti; Mazzeo, Aaron; Stapelmann, Katharina",Katharina Stapelmann (kstapel); Deepti Salvi (dasalvi); Duncan Trosan (dptrosan),10.1002/ppap.202300133,2023,Plasma Applications and Diagnostics; Advanced Sensor and Energy Harvesting Materials; Plasma Diagnostics and Applications,"Walther, Patrick; McLaughlin, Stephen; Salvi, Deepti; Mazzeo, Aaron; Stapelmann, Katharina","Stapelmann, Katharina; Salvi, Deepti; Trosan, Duncan",kstapel; dasalvi; dptrosan
"Images carried before the fire: The power, promise, and responsibility of latent phenotyping in plants","Feldmann, Mitchell J.; Gage, Joseph L.; Turner-Hissong, Sarah D.; Ubbens, Jordan R.",Joseph Gage (jlgage),10.1002/ppj2.20023,2021,Species Distribution and Climate Change; Remote Sensing in Agriculture; Ecology and Vegetation Dynamics Studies,"Gage, Joseph L.; Turner-Hissong, Sarah D.; Ubbens, Jordan R.","Gage, Joseph L.",jlgage
Widespread co-occurrence of Sebacinales and arbuscular mycorrhizal fungi in switchgrass roots and soils has limited dependence on soil carbon or nutrients,"Lee, Marissa R.; Hawkes, Christine V",Christine Hawkes (chawkes); Marissa Lee (mrlee2),10.1002/ppp3.10181,2021,Mycorrhizal Fungi and Plant Interactions; Forest Ecology and Biodiversity Studies; Plant Pathogens and Fungal Diseases,"Hawkes, Christine V","Hawkes, Christine V; Lee, Marissa R.",chawkes; mrlee2
Identifying sustainability assessment parameters for genetically engineered agrifoods,"Wei, Wei; Grieger, Khara; Cummings, Christopher L.; Loschin, Nick; Kuzma, Jennifer",Khara Grieger (kdgriege); Christopher Cummings (clcummin); Jennifer Kuzma (jkuzma); Nick Loschin (naloschi),10.1002/ppp3.10411,2023,Genetically Modified Organisms Research; CRISPR and Genetic Engineering; Animal Genetics and Reproduction,"Grieger, Khara; Cummings, Christopher L.; Loschin, Nick; Kuzma, Jennifer","Grieger, Khara; Cummings, Christopher L.; Kuzma, Jennifer; Loschin, Nick",kdgriege; clcummin; jkuzma; naloschi
Benchmark study on glyphosate-resistant crop systems in the United States. Economics of herbicide resistance management practices in a 5 year field-scale study,"Edwards, C. Blake; Jordan, David L.; Owen, Michael D. K.; Dixon, Philip M.; Young, Bryan G.; Wilson, Robert G.; Weller, Steven C.; Shaw, David R.",David Jordan (dljorda2),10.1002/ps.3759,2014,Weed Control and Herbicide Applications; Pesticide and Herbicide Environmental Studies; Plant tissue culture and regeneration,"Jordan, David L.; Owen, Michael D. K.; Dixon, Philip M.; Young, Bryan G.; Wilson, Robert G.; Weller, Steven C.; Shaw, David R.","Jordan, David L.",dljorda2
